Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BENTON SQUARE,1.687,1.827,1.993,2.218,2.715,3.203,3.691,4.176,4.658,5.136,5.648,6.156,6.667,7.178,7.688,8.216,8.752,9.28,9.807,10.349,10.89,11.431,11.972,12.513,13.054,13.595,14.136,14.678,15.219,15.76,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BENWELL,1.026,1.158,1.319,1.535,1.99,2.455,2.92,3.383,3.843,4.301,4.792,5.281,5.773,6.263,6.753,7.256,7.764,8.267,8.769,9.287,9.804,10.32,10.837,11.354,11.871,12.388,12.904,13.421,13.938,14.455,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,13.099,13.256,13.434,13.678,14.249,14.79,15.332,15.868,16.398,16.922,17.48,18.031,18.589,19.145,19.699,20.286,20.887,21.473,22.059,22.657,23.254,23.851,24.448,25.044,25.641,26.238,26.835,27.433,28.03,28.627,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BILLY MILL,1.518,1.64,1.784,1.978,2.416,2.842,3.268,3.69,4.109,4.524,4.968,5.408,5.852,6.295,6.736,7.197,7.666,8.126,8.586,9.058,9.529,10,10.471,10.942,11.412,11.883,12.354,12.825,13.296,13.767,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,1.075,1.168,1.281,1.434,1.766,2.094,2.422,2.749,3.073,3.396,3.742,4.086,4.432,4.778,5.124,5.479,5.839,6.194,6.55,6.915,7.281,7.646,8.011,8.377,8.743,9.108,9.474,9.84,10.206,10.572,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/20KV,0.485,0.54,0.611,0.705,0.897,1.094,1.292,1.489,1.686,1.883,2.095,2.308,2.521,2.734,2.946,3.159,3.373,3.586,3.8,4.021,4.242,4.463,4.684,4.906,5.127,5.348,5.57,5.791,6.012,6.234,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BLAYDON BURN,1.028,1.149,1.309,1.52,1.937,2.372,2.807,3.243,3.68,4.117,4.59,5.064,5.538,6.011,6.485,6.955,7.423,7.893,8.363,8.852,9.341,9.83,10.319,10.808,11.297,11.786,12.275,12.764,13.253,13.742,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BLUCHER 33/11KV,1.206,1.336,1.487,1.691,2.137,2.588,3.039,3.485,3.928,4.366,4.833,5.296,5.763,6.23,6.695,7.182,7.68,8.167,8.654,9.153,9.65,10.147,10.645,11.142,11.64,12.137,12.635,13.132,13.63,14.128,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BOLDON DOWNHILL,1.779,1.882,2.001,2.163,2.55,2.905,3.262,3.614,3.964,4.311,4.68,5.047,5.417,5.786,6.154,6.539,6.931,7.316,7.701,8.095,8.488,8.881,9.274,9.667,10.061,10.454,10.847,11.24,11.634,12.027,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.912,0.954,1.011,1.085,1.239,1.391,1.542,1.694,1.846,2,2.166,2.333,2.499,2.666,2.833,2.997,3.16,3.324,3.489,3.66,3.832,4.004,4.176,4.348,4.52,4.692,4.865,5.037,5.21,5.382,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BOWESFIELD 33/11KV,0.654,0.756,0.903,1.096,1.458,1.837,2.215,2.597,2.983,3.373,3.8,4.231,4.657,5.085,5.514,5.922,6.321,6.73,7.139,7.569,8,8.431,8.862,9.294,9.725,10.156,10.588,11.019,11.45,11.882,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BOWESFIELD 66/11KV,0.814,0.889,0.989,1.121,1.394,1.665,1.935,2.206,2.479,2.752,3.049,3.346,3.643,3.94,4.237,4.529,4.819,5.111,5.403,5.708,6.013,6.318,6.623,6.928,7.233,7.538,7.843,8.148,8.453,8.758,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BRANCEPETH,16.919,17.134,17.405,17.767,18.54,19.301,20.062,20.823,21.582,22.34,23.158,23.974,24.792,25.59,26.383,27.182,27.985,28.784,29.585,30.414,31.243,32.072,32.901,33.731,34.562,35.392,36.223,37.055,37.886,38.744,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BREAMISH STREET,0.313,0.365,0.437,0.53,0.706,0.895,1.085,1.275,1.467,1.659,1.868,2.079,2.288,2.498,2.708,2.912,3.114,3.319,3.524,3.737,3.951,4.166,4.38,4.594,4.808,5.022,5.236,5.45,5.664,5.879,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BRENDA TRADING,1.901,2.084,2.321,2.637,3.296,3.951,4.607,5.263,5.919,6.576,7.286,7.996,8.706,9.417,10.127,10.835,11.543,12.252,12.96,13.696,14.431,15.167,15.903,16.639,17.375,18.111,18.847,19.583,20.319,21.055,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CAMPLESHON ROAD,1.834,1.97,2.139,2.364,2.853,3.332,3.812,4.289,4.765,5.24,5.75,6.259,6.769,7.28,7.789,8.308,8.83,9.348,9.867,10.402,10.937,11.472,12.007,12.542,13.077,13.612,14.147,14.683,15.218,15.753,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CARLEY HILL,1.398,1.554,1.75,2.014,2.559,3.114,3.668,4.222,4.774,5.326,5.92,6.513,7.107,7.701,8.294,8.894,9.495,10.094,10.693,11.313,11.933,12.552,13.171,13.791,14.41,15.03,15.65,16.269,16.889,17.508,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CARLIN HOW T3 T4,4.528,4.699,4.926,5.226,5.845,6.462,7.078,7.697,8.317,8.939,9.612,10.288,10.962,11.636,12.311,12.978,13.641,14.308,14.976,15.67,16.365,17.061,17.756,18.451,19.147,19.843,20.539,21.235,21.931,22.627,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CARR HILL,1.719,1.907,2.132,2.436,3.082,3.74,4.398,5.052,5.701,6.347,7.038,7.725,8.416,9.107,9.796,10.507,11.228,11.939,12.65,13.381,14.111,14.84,15.57,16.3,17.03,17.76,18.49,19.22,19.95,20.68,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CATTERICK CAMP,1.853,2.066,2.338,2.698,3.426,4.177,4.93,5.682,6.436,7.189,8.002,8.815,9.63,10.446,11.263,12.085,12.911,13.736,14.562,15.418,16.274,17.132,17.991,18.851,19.712,20.575,21.438,22.303,23.169,24.036,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CLOSE,0.402,0.446,0.534,0.644,0.82,1.005,1.189,1.382,1.582,1.789,2.024,2.266,2.501,2.736,2.975,3.174,3.355,3.555,3.754,3.973,4.194,4.415,4.635,4.856,5.077,5.298,5.519,5.739,5.96,6.181,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CONEYTHORPE,1.563,1.662,1.791,1.962,2.319,2.673,3.026,3.381,3.736,4.091,4.475,4.86,5.245,5.63,6.015,6.399,6.783,7.167,7.552,7.952,8.352,8.752,9.152,9.553,9.953,10.354,10.756,11.157,11.559,11.961,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CONSETT,23.723,23.942,24.222,24.595,25.376,26.155,26.934,27.713,28.492,29.271,30.111,30.952,31.793,32.592,33.379,34.17,34.963,35.754,36.546,37.369,38.191,39.014,39.838,40.662,41.486,42.31,43.135,43.961,44.786,45.667,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CORPORATION STREET,0.112,0.152,0.206,0.278,0.413,0.558,0.703,0.849,0.995,1.143,1.303,1.464,1.625,1.785,1.946,2.103,2.258,2.414,2.571,2.735,2.899,3.063,3.227,3.391,3.555,3.719,3.883,4.047,4.211,4.375,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
COWTON,0.376,0.394,0.42,0.455,0.524,0.591,0.657,0.725,0.793,0.862,0.937,1.014,1.09,1.166,1.242,1.314,1.385,1.457,1.529,1.605,1.682,1.759,1.835,1.912,1.989,2.066,2.143,2.22,2.297,2.374,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CRAMLINGTON T1 T3,0.659,0.731,0.822,0.943,1.196,1.451,1.706,1.961,2.215,2.469,2.743,3.016,3.291,3.565,3.84,4.118,4.398,4.676,4.955,5.243,5.532,5.821,6.11,6.4,6.689,6.98,7.27,7.561,7.852,8.143,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
CRAMLINGTON T2 T4,0.503,0.572,0.658,0.773,1.009,1.25,1.492,1.734,1.975,2.216,2.476,2.735,2.996,3.256,3.516,3.78,4.046,4.31,4.575,4.849,5.123,5.397,5.672,5.946,6.221,6.497,6.773,7.049,7.325,7.602,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
DARLEY,0.472,0.512,0.572,0.649,0.799,0.949,1.098,1.249,1.403,1.558,1.728,1.901,2.072,2.243,2.415,2.577,2.734,2.896,3.058,3.23,3.402,3.574,3.746,3.918,4.09,4.263,4.435,4.608,4.78,4.953,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
DARLINGTON 132/6KV,0.812,0.874,0.954,1.06,1.288,1.508,1.729,1.949,2.17,2.391,2.63,2.869,3.107,3.346,3.585,3.824,4.062,4.301,4.539,4.787,5.034,5.282,5.53,5.778,6.026,6.273,6.521,6.769,7.017,7.265,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
DARLINGTON 33/11KV,1.082,1.192,1.351,1.56,1.965,2.373,2.78,3.192,3.609,4.031,4.493,4.96,5.422,5.885,6.35,6.79,7.219,7.66,8.1,8.565,9.031,9.496,9.962,10.428,10.894,11.36,11.827,12.293,12.759,13.225,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
DARLINGTON CENTRAL 33/11KV,0.463,0.51,0.567,0.644,0.807,0.971,1.135,1.298,1.461,1.623,1.797,1.971,2.146,2.32,2.494,2.672,2.85,3.027,3.205,3.388,3.571,3.753,3.936,4.119,4.302,4.485,4.668,4.851,5.034,5.218,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
DARLINGTON EAST,6.495,6.574,6.678,6.815,7.111,7.393,7.674,7.957,8.24,8.525,8.833,9.141,9.45,9.758,10.067,10.371,10.674,10.979,11.283,11.601,11.918,12.236,12.553,12.871,13.189,13.507,13.825,14.143,14.461,14.779,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
DARLINGTON WEST,1.813,1.956,2.126,2.356,2.85,3.348,3.846,4.341,4.833,5.322,5.845,6.364,6.888,7.41,7.932,8.471,9.018,9.557,10.097,10.651,11.204,11.757,12.311,12.864,13.418,13.972,14.525,15.079,15.633,16.188,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
DENWICK,2.593,2.811,3.131,3.547,4.351,5.158,5.965,6.783,7.612,8.451,9.371,10.303,11.225,12.149,13.079,13.958,14.815,15.697,16.58,17.51,18.445,19.38,20.317,21.254,22.192,23.131,24.071,25.012,25.954,26.897,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
DUNSTON 66/11KV,0.483,0.552,0.648,0.774,1.019,1.273,1.526,1.781,2.037,2.296,2.576,2.859,3.14,3.421,3.703,3.977,4.246,4.52,4.794,5.08,5.367,5.654,5.941,6.227,6.514,6.801,7.088,7.375,7.662,7.949,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
DUNSTON 66/20KV,1.149,1.287,1.458,1.687,2.164,2.652,3.14,3.626,4.111,4.593,5.112,5.629,6.147,6.666,7.183,7.711,8.243,8.771,9.298,9.842,10.386,10.93,11.474,12.017,12.561,13.105,13.649,14.193,14.737,15.281,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
DURHAM EAST,0.607,0.657,0.748,0.862,1.064,1.266,1.467,1.675,1.89,2.111,2.358,2.613,2.861,3.11,3.362,3.579,3.782,4,4.219,4.455,4.694,4.932,5.171,5.409,5.648,5.887,6.126,6.365,6.603,6.843,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
EASTFIELD,1.84,1.982,2.15,2.377,2.875,3.368,3.861,4.351,4.838,5.321,5.837,6.35,6.868,7.385,7.901,8.436,8.981,9.517,10.054,10.604,11.154,11.705,12.255,12.806,13.357,13.909,14.461,15.013,15.566,16.119,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
EASTGATE CEMENT,0.527,0.563,0.62,0.694,0.837,0.974,1.111,1.251,1.394,1.54,1.701,1.865,2.027,2.189,2.352,2.5,2.642,2.79,2.939,3.098,3.257,3.416,3.576,3.736,3.895,4.055,4.215,4.374,4.534,4.694,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
EDUCATIONAL PRECINCT,0.363,0.43,0.522,0.643,0.87,1.115,1.359,1.604,1.851,2.099,2.369,2.641,2.911,3.181,3.452,3.716,3.976,4.239,4.503,4.778,5.054,5.33,5.606,5.882,6.158,6.434,6.71,6.986,7.262,7.538,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
ELVINGTON,1.324,1.352,1.396,1.45,1.571,1.676,1.781,1.888,1.996,2.106,2.227,2.349,2.47,2.591,2.713,2.827,2.937,3.05,3.164,3.285,3.406,3.527,3.648,3.769,3.89,4.011,4.132,4.254,4.375,4.496,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
FARADAY STREET,0.682,0.842,1.055,1.337,1.881,2.459,3.036,3.616,4.198,4.781,5.414,6.049,6.681,7.315,7.949,8.573,9.192,9.816,10.44,11.091,11.741,12.392,13.043,13.694,14.345,14.996,15.646,16.297,16.948,17.599,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
FAWDON T1 & SEATON BURN T1,2.056,2.235,2.452,2.746,3.381,4.009,4.637,5.263,5.885,6.505,7.17,7.831,8.496,9.161,9.825,10.506,11.194,11.875,12.557,13.258,13.959,14.66,15.362,16.063,16.765,17.467,18.169,18.872,19.574,20.277,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
FISHBURN,25.396,25.575,25.799,26.098,26.727,27.36,27.993,28.625,29.255,29.883,30.559,31.233,31.91,32.565,33.214,33.873,34.538,35.198,35.858,36.541,37.223,37.906,38.589,39.273,39.956,40.64,41.324,42.009,42.693,43.405,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
FLATWORTH CENTRAL,0.814,0.884,0.974,1.095,1.349,1.6,1.851,2.102,2.353,2.603,2.874,3.145,3.416,3.686,3.957,4.228,4.499,4.77,5.041,5.322,5.603,5.884,6.165,6.446,6.728,7.009,7.29,7.571,7.852,8.133,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
FOSS ISLANDS,0.891,1.04,1.249,1.525,2.054,2.603,3.151,3.705,4.262,4.824,5.437,6.055,6.668,7.282,7.898,8.491,9.073,9.667,10.26,10.882,11.506,12.129,12.753,13.377,14,14.624,15.248,15.872,16.496,17.12,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
FOSSWAY 33/11KV,0.547,0.696,0.879,1.125,1.613,2.137,2.661,3.184,3.704,4.222,4.778,5.333,5.889,6.446,7.001,7.568,8.139,8.706,9.272,9.857,10.44,11.024,11.608,12.192,12.775,13.359,13.943,14.527,15.111,15.694,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
FOURSTONES 20KV,36.996,37.149,37.377,37.673,38.272,38.842,39.412,39.99,40.578,41.173,41.828,42.491,43.147,43.805,44.466,45.087,45.689,46.312,46.935,47.594,48.256,48.918,49.581,50.244,50.908,51.573,52.239,52.905,53.572,54.24,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
FYLANDS BRIDGE,2.138,2.31,2.527,2.815,3.417,4.026,4.636,5.245,5.851,6.457,7.108,7.758,8.41,9.061,9.713,10.374,11.039,11.701,12.362,13.046,13.729,14.413,15.096,15.781,16.465,17.15,17.834,18.52,19.205,19.891,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
GALE LANE,7.037,7.177,7.335,7.551,8.06,8.542,9.023,9.5,9.971,10.436,10.932,11.422,11.918,12.412,12.905,13.426,13.96,14.481,15.002,15.534,16.065,16.595,17.126,17.657,18.188,18.718,19.249,19.78,20.312,20.843,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
GARWOOD STREET,1.187,1.309,1.48,1.703,2.145,2.592,3.039,3.489,3.943,4.4,4.898,5.399,5.897,6.396,6.896,7.378,7.853,8.336,8.819,9.325,9.832,10.338,10.845,11.352,11.859,12.366,12.873,13.38,13.887,14.394,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
GATESHEAD CENTRAL,0.245,0.297,0.378,0.482,0.667,0.865,1.063,1.265,1.47,1.678,1.907,2.139,2.368,2.598,2.829,3.043,3.249,3.463,3.677,3.904,4.132,4.36,4.588,4.816,5.044,5.272,5.501,5.729,5.957,6.185,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
GATESHEAD EAST,0.175,0.183,0.196,0.213,0.242,0.272,0.302,0.333,0.365,0.398,0.435,0.472,0.509,0.545,0.583,0.615,0.646,0.678,0.711,0.746,0.782,0.817,0.852,0.888,0.923,0.959,0.994,1.03,1.065,1.1,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
GOSFORTH 33/11KV,0.591,0.644,0.715,0.808,0.995,1.187,1.379,1.571,1.764,1.957,2.166,2.375,2.584,2.793,3.002,3.209,3.416,3.623,3.83,4.046,4.262,4.477,4.693,4.909,5.124,5.34,5.556,5.771,5.987,6.203,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
GRANGETOWN,1.302,1.46,1.662,1.932,2.474,3.038,3.602,4.165,4.729,5.292,5.9,6.508,7.116,7.724,8.332,8.942,9.552,10.162,10.771,11.403,12.035,12.668,13.3,13.932,14.565,15.197,15.83,16.462,17.095,17.728,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
GREATHAM,0.189,0.205,0.232,0.267,0.331,0.393,0.455,0.519,0.585,0.653,0.729,0.806,0.882,0.958,1.035,1.102,1.165,1.232,1.299,1.372,1.445,1.518,1.591,1.664,1.737,1.81,1.883,1.957,2.03,2.103,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
GUISBOROUGH T1 T2,7.043,7.256,7.531,7.897,8.672,9.433,10.195,10.957,11.719,12.481,13.304,14.127,14.951,15.759,16.562,17.366,18.17,18.974,19.779,20.614,21.45,22.286,23.122,23.958,24.795,25.632,26.469,27.306,28.144,29.003,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HARLOW GREEN,1.12,1.283,1.478,1.741,2.289,2.859,3.429,3.996,4.558,5.117,5.716,6.31,6.909,7.507,8.103,8.719,9.345,9.961,10.577,11.21,11.842,12.475,13.107,13.739,14.371,15.004,15.636,16.269,16.901,17.534,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HARMIRE BRIDGE,1.752,1.857,2.017,2.225,2.636,3.031,3.426,3.827,4.235,4.65,5.107,5.571,6.028,6.481,6.936,7.357,7.762,8.184,8.605,9.053,9.503,9.953,10.403,10.853,11.304,11.754,12.205,12.656,13.108,13.566,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HARRATON,2.027,2.127,2.262,2.441,2.844,3.208,3.571,3.936,4.302,4.67,5.07,5.471,5.87,6.27,6.67,7.063,7.451,7.844,8.237,8.646,9.056,9.466,9.876,10.286,10.696,11.106,11.516,11.926,12.336,12.746,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HARROGATE 132/11KV,1.322,1.593,1.947,2.416,3.331,4.3,5.271,6.243,7.216,8.192,9.247,10.304,11.36,12.418,13.476,14.529,15.58,16.635,17.69,18.787,19.884,20.982,22.08,23.179,24.279,25.38,26.481,27.583,28.685,29.788,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HARROGATE WEST,0.438,0.505,0.599,0.721,0.951,1.196,1.441,1.688,1.936,2.186,2.458,2.733,3.005,3.278,3.552,3.818,4.08,4.346,4.613,4.891,5.171,5.45,5.73,6.01,6.29,6.57,6.85,7.13,7.411,7.692,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HARTMOOR 66/20KV,9.716,9.919,10.185,10.538,11.267,11.996,12.726,13.456,14.187,14.92,15.712,16.506,17.299,18.092,18.885,19.674,20.461,21.25,22.039,22.859,23.68,24.5,25.321,26.142,26.963,27.784,28.606,29.427,30.249,31.071,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HAWTHORN PIT,16.945,17.169,17.446,17.817,18.625,19.414,20.205,20.992,21.776,22.558,23.399,24.236,25.077,25.918,26.757,27.612,28.475,29.331,30.187,31.07,31.953,32.835,33.718,34.601,35.485,36.368,37.252,38.136,39.02,39.905,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HAXBY ROAD T2 T3,1.444,1.583,1.745,1.966,2.454,2.936,3.419,3.898,4.373,4.844,5.347,5.846,6.349,6.851,7.352,7.874,8.407,8.929,9.451,9.987,10.521,11.056,11.59,12.125,12.659,13.194,13.729,14.264,14.798,15.333,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HEBBURN,0.494,0.522,0.56,0.61,0.711,0.813,0.914,1.017,1.119,1.222,1.334,1.447,1.559,1.671,1.783,1.893,2.002,2.112,2.222,2.336,2.451,2.566,2.681,2.796,2.911,3.025,3.14,3.255,3.37,3.485,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HEBBURN WEST,0.104,0.113,0.125,0.141,0.173,0.206,0.238,0.271,0.304,0.336,0.371,0.406,0.442,0.477,0.512,0.547,0.583,0.618,0.653,0.69,0.727,0.763,0.8,0.836,0.873,0.91,0.946,0.983,1.019,1.056,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HEDWORTH,0.948,1.046,1.161,1.316,1.654,1.994,2.335,2.673,3.008,3.34,3.694,4.045,4.399,4.752,5.105,5.473,5.849,6.217,6.585,6.962,7.339,7.715,8.091,8.468,8.844,9.221,9.597,9.974,10.35,10.726,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HEIGHINGTON,0.03,0.031,0.034,0.039,0.044,0.049,0.054,0.06,0.067,0.074,0.083,0.092,0.101,0.11,0.119,0.125,0.129,0.134,0.14,0.146,0.153,0.16,0.168,0.175,0.182,0.189,0.196,0.203,0.21,0.217,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HEXHAM,4.554,4.663,4.812,5.007,5.406,5.801,6.197,6.594,6.994,7.396,7.833,8.272,8.71,9.043,9.348,9.643,9.935,10.232,10.529,10.845,11.163,11.48,11.798,12.117,12.436,12.756,13.076,13.396,13.717,14.174,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
HIGH BARMSTON,2.007,2.11,2.245,2.424,2.825,3.196,3.567,3.939,4.31,4.682,5.085,5.487,5.89,6.292,6.695,7.095,7.495,7.896,8.297,8.713,9.13,9.546,9.963,10.379,10.795,11.212,11.628,12.045,12.461,12.878,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
