Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BOWESFIELD 33/11KV,30.8,31.7,37.9,39.8,42,44.4,46.9,49.9,52.9,55.7,58.4,61,64.1,68.2,71.9,75.4,78.6,81.5,84.1,86.3,88.4,90.4,92.4,94.3,96.2,98.1,99.9,101.4,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
BOWESFIELD 66/11KV,44,44.8,45.9,47.4,49.1,50.9,52.7,54.7,56.6,58.3,59.7,61.2,62.8,65,67.2,69.5,71.6,73.5,75.3,76.9,78.4,79.9,81.5,83,84.5,86,87.5,88.8,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
BRANCEPETH,52.1,52.5,54.5,56,58.7,62,64.9,67.3,69.2,70.9,72.4,73.8,77.2,85.7,93.5,100.8,107.7,114.3,120.2,125.1,129.7,134.5,139.8,144.1,147.6,149.6,151.5,153.1,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
BREAMISH STREET,53.3,53.6,59.2,71.8,73,74.3,75.8,77.5,79.1,80.7,82,83.3,84.9,87.2,89.3,91.4,93.3,95.1,96.7,98.1,99.5,100.8,102,103.2,104.4,105.6,106.7,107.6,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
BRENDA TRADING,69.3,70,71.4,77.8,80.7,83.9,87.2,91.1,94.9,98.4,101.7,104.9,109.3,116.6,123.2,129.3,134.9,140,144.6,148.5,152.2,155.8,159.4,163,166.6,170.3,173.9,176.7,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CAMPLESHON ROAD,69.7,70.6,73.2,82.5,85.3,88.1,90.8,94,96.9,99.5,101.9,104.2,107.8,114.5,120.5,126.1,131.4,136.4,140.9,144.8,148.6,152.3,156.1,159.1,161.5,163.6,165.6,167.2,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CARLEY HILL,67.2,67.8,69.3,71.5,74.2,76.8,79.6,82.8,85.9,88.6,91.1,93.4,97.2,104.3,110.6,116.6,122.1,127.1,131.7,135.7,139.5,143.2,146.9,150.6,154.3,158,161.5,164.2,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CARLIN HOW T3 T4,65,65.7,67.2,69.5,73.2,77.5,81.5,85.3,88.6,91.5,94.1,96.6,101.4,112.1,121.8,130.9,139.6,147.7,155.2,161.4,167.2,173.2,179.6,184.3,188,190.3,192.5,194.3,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CARR HILL,79.1,79.9,81.5,84.2,87.6,91.3,95.1,99.5,103.7,107.4,110.8,113.9,119.1,128.3,136.4,143.9,150.8,157.2,162.9,167.9,172.7,177.5,182.2,187,191.8,196.5,201.1,204.5,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CATTERICK CAMP,69.1,70.3,72.3,75.1,78.7,82.4,86.1,90,93.6,96.9,100.2,103.5,108,115.8,123,129.9,136.3,142.4,148,152.9,157.5,162.2,167,171,174.3,177,179.6,182,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CLOSE,69.9,69.6,71.5,71.4,71.5,71.7,72,72.3,72.6,73,73.2,73.5,73.8,76,78.2,80.4,82.6,84.5,86.5,88.2,89.9,91.5,93.2,94.8,96.3,97.9,99.4,100.9,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CONEYTHORPE,58.9,66.5,76.2,78.2,80.4,82.8,85.2,87.9,90.5,92.9,95.1,97.1,100,104.8,109.2,113.2,117,120.4,123.5,126.2,128.7,131.3,133.8,136,137.8,139.6,141.4,142.8,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CONSETT,56.2,56.6,58.7,60,61.8,63.8,65.8,67.9,69.9,71.7,73.4,75,77.6,82.8,87.6,92,96.1,99.9,103.4,106.4,109.3,112.2,115.2,117.8,120.3,122.4,124.4,126.1,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CORPORATION STREET,52.7,52.5,52.5,52.7,53,53.4,53.8,54.4,55,55.6,56.1,56.5,57.1,58.1,58.9,59.7,60.4,61.1,61.7,62.2,62.6,63.1,63.5,63.9,64.2,64.6,64.9,65.2,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CRAMLINGTON T1 T3,45.3,45.1,45.1,45.1,45.4,45.8,46.2,46.6,47,47.4,47.8,48.2,48.8,50.4,52,53.4,54.7,56,57.1,58.1,59,59.9,60.9,61.9,62.9,63.8,64.7,65.5,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
CRAMLINGTON T2 T4,33.9,33.9,33.9,34.1,34.6,35.1,35.7,36.4,37.1,37.9,38.6,39.4,40.2,41.8,43.3,44.6,45.9,47,48,48.8,49.6,50.4,51.2,52,52.8,53.6,54.3,54.9,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
DARLEY,41.4,42.5,44.4,47.1,50.1,53,55.9,59.1,62.2,65,67.7,70.2,73.9,80.5,86.5,92.1,97.2,102.1,106.5,110.3,113.9,117.5,121.2,124.1,126.4,128.4,130.3,131.9,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
DARLINGTON 132/6KV,24,25.3,27.6,31.1,35.7,40.8,46,51.9,57.5,62.4,66.8,71,76.4,84.1,91.2,97.8,103.8,109.2,114.1,118.3,122.2,126,129.6,132.9,136,138.9,141.6,143.8,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
DARLINGTON 33/11KV,59,58.9,59.1,59.7,60.6,61.7,62.8,64.1,65.4,66.4,67.4,68.3,70,74,77.7,81.1,84.3,87.3,90,92.4,94.6,96.9,99.1,101.4,103.6,105.8,107.9,109.6,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
DARLINGTON CENTRAL 33/11KV,28,27.8,28.7,36.1,36.2,36.4,36.6,36.8,37,37.2,37.3,37.4,37.7,38.4,39,39.6,40.2,40.7,41.2,41.6,42,42.4,42.8,43.2,43.6,44,44.4,44.7,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
DARLINGTON EAST,76.1,78.5,80,82.3,85.5,89,92.6,96.8,100.8,104.5,108,111.2,115.3,121.2,126.8,131.9,136.6,140.8,144.6,147.7,150.6,153.5,156.3,158.7,160.7,162.4,164,165.3,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
DARLINGTON WEST,78.9,82.2,88.2,92.1,97,102.7,108.7,115.8,122.7,128.9,134.6,140,147,156.8,165.6,173.8,181.1,187.7,193.4,198.4,202.9,207.2,211.4,215.3,219,222.6,226,228.5,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
DENWICK,65.4,66.3,69.4,72,75.4,79.3,83,87.1,90.8,94.3,97.6,100.8,105.4,113.8,121.5,128.6,135.3,141.6,147.3,152.1,156.7,161.3,166.1,169.8,172.6,174.5,176.3,178,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
DUNSTON 66/11KV,54,57.5,84.1,85,86.1,87.3,88.5,89.9,91.4,92.7,93.9,95.1,96.9,100.3,103.2,106,108.5,110.8,112.9,114.7,116.4,118.1,119.8,121.4,123,124.6,126.1,127.3,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
DUNSTON 66/20KV,53,55.5,56.9,58.8,61.4,63.9,66.3,68.8,71,72.9,74.5,76,79,85.4,91.2,96.5,101.5,106.1,110.3,113.9,117.3,120.9,124.6,127.9,130.8,133.3,135.6,137.4,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
DURHAM EAST,65.3,65.2,67,74.1,74.3,74.6,74.9,75.2,75.5,75.8,76.1,76.3,76.8,78.3,79.7,81.1,82.5,83.7,84.9,86,87.1,88.2,89.4,90.5,91.7,92.9,94,95,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
EASTFIELD,78.6,78.9,79.6,81,82.7,84.8,86.9,89.3,91.6,93.8,95.6,97.3,99.7,103.6,107.1,110.4,113.3,116,118.4,120.5,123,125.6,128.2,130.4,132.3,134.1,135.7,137.2,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
EASTGATE CEMENT,33.3,33.2,33.1,33.1,33.2,33.4,33.6,33.7,33.8,33.9,34,34.1,34.5,36.2,37.7,39.1,40.4,41.7,42.9,43.9,44.9,45.9,47,47.9,48.4,48.9,49.4,49.8,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
EDUCATIONAL PRECINCT,77.7,77.4,77.2,77.3,77.7,78.1,78.6,79.2,79.9,80.5,81.1,81.6,82.4,84.7,86.7,88.7,90.5,92.3,93.8,95.2,96.5,97.8,99.1,100.4,101.6,102.8,104,105,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
ELVINGTON,49.5,49.4,49.3,49.3,49.6,49.9,50.2,50.7,51.2,51.8,52.4,53,53.8,55.4,56.9,58.4,59.7,61,62.1,63.1,64,65,65.9,66.7,67.4,67.8,68.3,68.7,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
FARADAY STREET,87.9,88.8,90.6,107.5,111,114.7,118.5,122.9,127,130.7,134,137.1,141.5,149.2,156.2,162.7,168.7,174.2,179.2,183.6,187.6,191.6,195.5,199.5,203.4,207.2,210.9,213.8,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
FAWDON T1 & SEATON BURN T1,82.9,84.5,94.1,97.9,102,106,110,114.3,118.3,121.8,124.9,127.9,132.4,140.7,148.3,155.6,162.4,168.7,174.4,179.4,183.9,188.6,193.4,197.1,200.3,202.9,205.5,207.5,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
FISHBURN,58.1,59.1,61.3,64,67.9,72.4,76.7,80.8,84.4,87.6,90.5,93.3,98.2,108.2,117.3,125.8,133.7,141.1,147.8,153.4,158.5,163.8,169.6,173.5,176.3,177.5,178.7,179.6,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
FLATWORTH CENTRAL,45.4,49.8,51.8,71.4,71.6,72,72.4,72.9,73.4,74,74.6,75.1,75.8,76.9,77.9,78.9,79.8,80.6,81.3,81.9,82.5,83.1,83.7,84.3,84.8,85.4,86,86.4,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
FOSS ISLANDS,76.6,76.7,77.6,78.1,79,80,81,82.1,83.3,84.4,85.4,86.5,87.9,91.5,95,98.4,101.5,104.5,107.3,109.8,112.2,114.5,116.9,119.3,121.5,123.8,126,128,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
FOSSWAY 33/11KV,65,65.4,66.5,68.4,70.8,73.4,76.3,79.6,82.9,85.9,88.7,91.3,95.1,101.2,106.6,111.6,116.2,120.4,124.2,127.5,130.5,133.5,136.4,139.3,142.1,144.9,147.6,149.7,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
FOURSTONES 20KV,37.5,37.1,38.4,38.2,38,37.9,37.8,37.7,37.6,37.5,37.4,37.3,37.4,38.3,39,39.7,40.4,41,41.6,42.1,42.5,43,43.5,43.9,44.1,44.3,44.5,44.6,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
FYLANDS BRIDGE,78.5,79,80.1,81.8,84.4,87.4,90.3,93.2,95.8,98.1,100.2,102.1,105.6,112.6,119.1,125.1,130.7,135.9,140.7,144.7,148.5,152.5,156.6,160.1,163.2,165.7,168.1,170.1,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
GALE LANE,35.9,38.7,40.1,42.1,44.3,46.4,48.5,51,53.2,55.1,56.8,58.3,61,66.1,70.6,74.9,78.8,82.4,85.7,88.6,91.3,94,96.7,99.4,102.1,104.7,107.2,109.1,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
GARWOOD STREET,43.8,43.7,44.5,44.7,45.1,45.5,46,46.6,47.2,47.8,48.3,48.8,49.7,52.3,54.7,56.9,59,60.9,62.7,64.3,65.9,67.4,68.9,70.5,72,73.6,75.1,76.4,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
GATESHEAD CENTRAL,54.3,56.2,56.1,65.9,66.1,66.4,66.8,67.3,67.9,68.4,69,69.5,70.2,71.8,73.2,74.5,75.6,76.7,77.6,78.4,79.2,80.1,80.9,81.7,82.5,83.3,84.1,84.8,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
GATESHEAD EAST,23.7,23.6,23.4,23.4,23.5,23.6,23.9,24.3,24.8,25.3,25.9,26.5,27.1,27.9,28.5,29.1,29.6,30,30.4,30.6,30.9,31.1,31.3,31.4,31.6,31.7,31.9,32,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
GOSFORTH 33/11KV,49.9,49.5,51.5,51.2,51.1,50.9,50.7,50.6,50.5,50.4,50.3,50.2,50.2,50.7,51.2,51.7,52.1,52.5,52.9,53.2,53.5,53.8,54.1,54.4,54.8,55.1,55.4,55.6,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
GRANGETOWN,66.2,69.2,73.4,74.7,76.6,79,81.9,85.3,88.9,92.7,96.5,100.1,104.5,111.1,117.1,122.6,127.5,131.9,135.9,139.2,142.3,145.3,148.3,151.2,154.1,156.9,159.6,161.9,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
GREATHAM,67.1,66.5,66,65.5,65.1,64.6,64.2,63.9,63.5,63.2,62.9,62.6,62.4,62.3,62.3,62.3,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.3,62.3,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
GUISBOROUGH T1 T2,62,63,65,68.1,71.9,75.9,79.9,84.1,88,91.5,94.6,97.6,102.6,112,120.6,128.7,136.3,143.3,149.7,155.2,160.3,165.5,170.9,175.4,179.2,182.5,185.6,188,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HARLOW GREEN,85.4,86.3,88.3,91.3,95,98.7,102.4,106.7,110.7,114,117,119.7,124.5,133.7,141.9,149.4,156.5,163,168.8,174,179,184,189,194,199.1,204.1,208.9,212.6,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HARMIRE BRIDGE,48.6,49.1,50.2,51.9,54,56.4,58.7,61.3,63.8,66.1,68.4,70.6,73.8,79.6,84.8,89.7,94.2,98.4,102.2,105.5,108.6,111.8,115,117.5,119.3,120.7,122,123.1,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HARRATON,50.3,56.1,63.7,63.8,64,64.3,64.7,83,83.4,83.8,84.2,84.6,85.3,87.2,88.9,90.5,92,93.4,94.7,95.7,96.8,97.8,98.9,100,101.1,102.2,103.3,104.2,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HARROGATE 132/11KV,76.7,77.8,79.9,89.3,92.8,96.5,100.2,104.6,108.7,112.5,115.9,119.2,123.5,130.2,136.2,141.8,146.9,151.6,155.8,159.5,162.9,166.2,169.4,172.4,175.2,178,180.7,182.8,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HARROGATE WEST,37.2,37.2,42.4,42.6,42.8,43,43.3,43.6,43.9,44.1,44.3,44.5,44.9,46.1,47.2,48.2,49.2,50.1,51,51.8,52.5,53.2,54,54.7,55.4,56.2,56.9,57.5,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HARTMOOR 66/20KV,69,70.1,72.1,75.2,79.1,83.1,87,91.2,95.1,98.4,101.5,104.4,108.9,117.1,124.7,131.8,138.4,144.6,150.1,154.8,159.3,163.8,168.4,172.6,176.5,180.1,183.5,186.2,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HAWTHORN PIT,72.3,80.6,90.4,93.9,98.4,103.4,108.3,113.5,118.3,122.5,126.4,130.1,135.7,145.6,154.9,163.6,171.8,179.3,186,191.8,197.2,202.7,208.4,213.4,217.9,221.7,225.4,228.2,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HAXBY ROAD T2 T3,80.1,87.2,88.2,89.8,91.6,93.4,95.4,97.8,100.3,102.4,104.5,106.4,108.7,111.4,113.7,115.9,117.8,119.5,121,122.2,123.2,124.2,125,125.7,126.3,126.8,127.3,127.6,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HEBBURN,19.7,19.9,20.2,20.7,21.4,22.3,23.4,24.6,25.9,27.3,28.7,30,31.5,33.5,35.4,37.1,38.7,40.1,41.3,42.3,43.2,44.1,45,45.9,46.8,47.7,48.6,49.3,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HEBBURN WEST,11.4,11.3,15.8,15.8,15.8,15.9,15.9,15.9,16,16,16,16,16.1,16.4,16.7,17,17.3,17.6,17.8,18.1,18.3,18.5,18.8,19,19.3,19.5,19.8,20,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HEDWORTH,40.6,40.9,59.3,60.3,61.5,62.9,64.3,65.9,67.4,68.7,69.8,70.9,72.7,76.1,79.2,82.1,84.8,87.4,89.7,91.7,93.6,95.5,97.4,99.4,101.3,103.2,105.1,106.6,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HEIGHINGTON,49.8,49.2,48.7,48.2,47.7,47.2,46.8,46.4,46,45.6,45.3,44.9,44.6,44.5,44.3,44.2,44.1,44,43.9,43.8,43.6,43.5,43.4,43.3,43.2,43.1,43,42.9,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HEXHAM,59.6,59.2,61.2,61,61,61.1,61.2,61.3,61.3,61.4,61.4,61.5,61.9,63.6,65.1,66.5,67.8,69.1,70.2,71.1,72,72.9,73.9,74.8,75.4,75.9,76.4,76.7,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HIGH BARMSTON,94.9,94.8,99.1,99.7,101,102.6,104.7,107.3,110.2,113.3,116.5,119.6,123.3,129,134.2,139,143.2,147,150.3,153.1,155.6,158.1,160.5,163,165.5,168,170.5,172.4,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HIGH FLATTS,63.3,64.3,67.4,70.2,73.5,76.8,80.1,83.8,87.2,90.2,92.9,95.4,99.3,106.4,112.9,119,124.6,129.9,134.6,138.7,142.6,146.5,150.6,154.5,158.3,161.8,165.3,168,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HOUGHTON,67.9,68.9,77.7,80.4,83.6,86.9,90.2,93.9,97.3,100.4,103.1,105.7,109.4,115.6,121.4,127,132.1,136.9,141.1,144.8,148.3,151.9,155.5,158.9,162.1,165,167.8,170,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HOWDON,36.6,36.8,37.1,37.7,38.4,39.3,40.3,41.4,42.5,43.5,44.4,45.3,46.5,48.5,50.3,52,53.7,55.1,56.5,57.7,58.8,59.8,60.9,62,63,64.1,65.1,65.9,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HUNTINGTON NEW LANE,70.1,72.8,73.9,75.5,77.5,79.5,81.6,83.9,86.2,88.2,90.1,91.8,94.5,99.4,103.7,107.9,111.7,115.2,118.4,121.2,123.9,126.5,129.2,131.4,133.4,135.2,137,138.4,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
HUSTHWAITE 33/11KV,83.3,84.8,87.4,90.8,94.9,98.9,103,107.7,112.1,116.4,120.3,124.1,129.1,136.8,143.7,150.5,156.8,162.8,168.1,172.8,177.2,181.6,186,189.6,192.3,194.5,196.6,198.5,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
JARROW,18.8,18.8,18.7,18.8,19,19.2,19.4,19.7,20,20.3,20.5,20.8,21.3,22.3,23.3,24.2,25.1,25.9,26.6,27.3,27.9,28.5,29.1,29.8,30.5,31.2,31.9,32.4,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
KENTON,56,63.2,64.5,66.3,68.2,70.2,72.1,74.4,76.5,78.3,79.9,81.3,83.6,87.9,91.7,95.4,98.8,101.9,104.8,107.3,109.7,112,114.4,116.8,119.1,121.4,123.7,125.4,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
KIELDER,29.1,28.8,28.7,28.7,28.7,28.8,28.9,29.1,29.2,29.4,29.7,29.8,30.2,31,31.7,32.3,32.9,33.4,33.9,34.3,34.7,35,35.4,35.7,35.8,35.8,35.9,36,NPgN,Primary,NPg Reference Scenario,Peak utilisation (percent - whole number)
